Growth,Tree,Time,Age
0.052629134,A71,430,201
0.106975362,A78,443,201
0.111057519,A72,453,201
0.164170128,A63,501,201
0.287782164,A67,654,201
0.178036335,A61,681,201
0.12626693,A79,728,201
0.191718645,A75,762,201
0.104135838,A66,801,201
0.367487665,A62,1066,201
0.216890193,A77,1157,201
0.081658487,A76,1347,201
0.071791741,A69,1503,201
0.189662724,A64,1623,201
0.145631535,A70,1650,201
0.19411013,A68,1686,201
0.175930112,A80,1762,201
0.07274763,A65,240,202
0.183343454,A74,359,202
0.088392732,A73,411,202
0.051239755,A71,431,202
0.167041039,A78,444,202
0.085540768,A72,454,202
0.325320986,A63,502,202
0.218860743,A67,655,202
0.166847971,A61,682,202
0.328225068,A79,729,202
0.425460895,A75,763,202
0.192645496,A66,802,202
0.365519915,A62,1067,202
0.225405202,A77,1158,202
0.102422466,A76,1348,202
0.12572914,A69,1504,202
0.162990663,A64,1624,202
0.209726792,A70,1651,202
0.214635043,A68,1687,202
0.150954974,A80,1763,202
0.066445682,A65,241,203
0.138101132,A74,360,203
0.131553945,A73,412,203
0.052480811,A71,432,203
0.140104332,A78,445,203
0.063949302,A72,455,203
0.248076182,A63,503,203
0.374307106,A67,656,203
0.161360391,A61,683,203
0.176955016,A79,730,203
0.172115616,A75,764,203
0.082331579,A66,803,203
0.347392852,A62,1068,203
0.126090659,A77,1159,203
0.131098858,A76,1349,203
0.114612188,A69,1505,203
0.309197488,A64,1625,203
0.225156057,A70,1652,203
0.148547951,A68,1688,203
0.158620834,A80,1764,203
0.070413709,A65,242,204
0.108377697,A74,361,204
0.129875977,A73,413,204
0.050895061,A71,433,204
0.117880644,A78,446,204
0.131596368,A72,456,204
0.130430952,A63,504,204
0.370060733,A67,657,204
0.149689568,A61,684,204
0.116982875,A79,731,204
0.174573588,A75,765,204
0.25028201,A66,804,204
0.495231336,A62,1069,204
0.170904099,A77,1160,204
0.121357076,A76,1350,204
0.101563927,A69,1506,204
0.20512318,A64,1626,204
0.239212716,A70,1653,204
0.174408095,A68,1689,204
0.181524777,A80,1765,204
0.084350487,A65,243,205
0.139305537,A74,362,205
0.242144056,A73,414,205
0.065303938,A71,434,205
0.109913256,A78,447,205
0.263776237,A72,457,205
0.320270611,A63,505,205
0.31468425,A67,658,205
0.102950816,A61,685,205
0.126135446,A79,732,205
0.129383565,A75,766,205
0.13293329,A66,805,205
0.192339208,A62,1070,205
0.178458844,A77,1161,205
0.107738349,A76,1351,205
0.160213699,A69,1507,205
0.184440321,A64,1627,205
0.193133117,A70,1654,205
0.125207612,A68,1690,205
0.160315297,A80,1766,205
0.078656711,A65,244,206
0.126005113,A74,363,206
0.087961713,A73,415,206
0.046690845,A71,435,206
0.174293275,A78,448,206
0.130403369,A72,458,206
0.225983122,A63,506,206
0.312237835,A67,659,206
0.093138899,A61,686,206
0.138551592,A79,733,206
0.155855718,A75,767,206
0.090251756,A66,806,206
0.175498667,A62,1071,206
0.124188438,A77,1162,206
0.119087196,A76,1352,206
0.205352987,A69,1508,206
0.324831033,A64,1628,206
0.176691417,A70,1655,206
0.111074978,A68,1691,206
0.160825366,A80,1767,206
0.074783399,A65,245,207
0.156374246,A74,364,207
0.115730133,A73,416,207
0.057637271,A71,436,207
0.19922532,A78,449,207
0.162751803,A72,459,207
0.220201993,A63,507,207
0.442113616,A67,660,207
0.070777277,A61,687,207
0.185978397,A79,734,207
0.187687493,A75,768,207
0.11478414,A66,807,207
0.210729924,A62,1072,207
0.186596509,A77,1163,207
0.186849998,A76,1353,207
0.100350461,A69,1509,207
0.220121896,A64,1629,207
0.248692912,A70,1656,207
0.165077804,A68,1692,207
0.174234592,A80,1768,207
0.105469484,A65,246,208
0.231516351,A74,365,208
0.117936753,A73,417,208
0.081810039,A71,437,208
0.10783892,A78,450,208
0.090531157,A72,460,208
0.152219724,A63,508,208
0.23140094,A67,661,208
0.143051779,A61,688,208
0.208895438,A79,735,208
0.245104766,A75,769,208
0.194563273,A66,808,208
0.306097235,A62,1073,208
0.150103006,A77,1164,208
0.168062696,A76,1354,208
0.102902238,A69,1510,208
0.183443894,A64,1630,208
0.235946999,A70,1657,208
0.137704955,A68,1693,208
0.097108358,A80,1769,208
0.109369852,A65,247,209
0.14667294,A74,366,209
0.108545395,A73,418,209
0.068675966,A71,438,209
0.116350605,A78,451,209
0.109139498,A72,461,209
0.20363754,A63,509,209
0.549410719,A67,662,209
0.112882773,A61,689,209
0.115378887,A79,736,209
0.091158452,A75,770,209
0.159559652,A66,809,209
0.235480187,A62,1074,209
0.300047904,A77,1165,209
0.094387595,A76,1355,209
0.160043948,A69,1511,209
0.162218191,A64,1631,209
0.182640209,A70,1658,209
0.224070819,A68,1694,209
0.251454121,A80,1770,209
0.051347679,A65,248,210
0.225733719,A74,367,210
0.083605657,A73,419,210
0.04588957,A71,439,210
0.183568184,A78,452,210
0.103166496,A72,462,210
0.225903544,A63,510,210
0.260925234,A67,663,210
0.132563361,A61,690,210
0.138751577,A79,737,210
0.122275503,A75,771,210
0.106220039,A66,810,210
0.202701677,A62,1075,210
0.142617612,A77,1166,210
0.122242773,A76,1356,210
0.256841392,A69,1512,210
0.171758972,A64,1632,210
0.169446889,A70,1659,210
0.239103594,A68,1695,210
0.088710416,A80,1771,210
0.065515053,A65,249,211
0.113407109,A74,368,211
0.084400547,A73,420,211
0.065815928,A71,440,211
0.145906202,A78,453,211
0.066331513,A72,463,211
0.181010052,A63,511,211
0.167884954,A67,664,211
0.136648365,A61,691,211
0.111924554,A79,738,211
0.191592314,A75,772,211
0.179822651,A66,811,211
0.452893358,A62,1076,211
0.17985798,A77,1167,211
0.210818069,A76,1357,211
0.141805608,A69,1513,211
0.16216477,A64,1633,211
0.182560363,A70,1660,211
0.105617884,A68,1696,211
0.154931585,A80,1772,211
0.092145748,A65,250,212
0.159215315,A74,369,212
0.118548428,A73,421,212
0.040942108,A71,441,212
0.176580619,A78,454,212
0.122850577,A72,464,212
0.152649548,A63,512,212
0.262864363,A67,665,212
0.082008015,A61,692,212
0.170682289,A79,739,212
0.167515369,A75,773,212
0.248100787,A66,812,212
0.295366909,A62,1077,212
0.094052282,A77,1168,212
0.132745191,A76,1358,212
0.198540566,A69,1514,212
0.216907271,A64,1634,212
0.429597277,A70,1661,212
0.110701092,A68,1697,212
0.209107715,A80,1773,212
0.079895376,A65,251,213
0.230177163,A74,370,213
0.062153997,A73,422,213
0.065763063,A71,442,213
0.179145827,A78,455,213
0.098801041,A72,465,213
0.180032895,A63,513,213
0.255376085,A67,666,213
0.157495061,A61,693,213
0.135458754,A79,740,213
0.066111968,A75,774,213
0.135923338,A66,813,213
0.203204555,A62,1078,213
0.243952478,A77,1169,213
0.196699053,A76,1359,213
0.177453582,A69,1515,213
0.204677205,A64,1635,213
0.277520392,A70,1662,213
0.138005134,A68,1698,213
0.153642801,A80,1774,213
0.103600855,A65,252,214
0.110695695,A74,371,214
0.114972125,A73,423,214
0.046323334,A71,443,214
0.155653853,A78,456,214
0.149451658,A72,466,214
0.241030021,A63,514,214
0.345706889,A67,667,214
0.167156201,A61,694,214
0.125721587,A79,741,214
0.231098808,A75,775,214
0.239084178,A66,814,214
0.165631272,A62,1079,214
0.118652151,A77,1170,214
0.081624974,A76,1360,214
0.151446336,A69,1516,214
0.209715519,A64,1636,214
0.271739283,A70,1663,214
0.211751557,A68,1699,214
0.169251658,A80,1775,214
0.073840137,A65,253,215
0.162083216,A74,372,215
0.089390079,A73,424,215
0.102561105,A71,444,215
0.125140319,A78,457,215
0.144876142,A72,467,215
0.318868774,A63,515,215
0.248294387,A67,668,215
0.1537877,A61,695,215
0.155368583,A79,742,215
0.147734873,A75,776,215
0.131680301,A66,815,215
0.179968075,A62,1080,215
0.179063215,A77,1171,215
0.125767039,A76,1361,215
0.12636728,A69,1517,215
0.099572752,A64,1637,215
0.257149227,A70,1664,215
0.120191284,A68,1700,215
0.106082064,A80,1776,215
0.076163576,A65,254,216
0.134264179,A74,373,216
0.095677577,A73,425,216
0.05275363,A71,445,216
0.209945625,A78,458,216
0.126157702,A72,468,216
0.324937489,A63,516,216
0.247745606,A67,669,216
0.103351395,A61,696,216
0.135156172,A79,743,216
0.131610144,A75,777,216
0.130268883,A66,816,216
0.212747637,A62,1081,216
0.058771306,A77,1172,216
0.201288481,A76,1362,216
0.123536816,A69,1518,216
0.157995342,A64,1638,216
0.242717582,A70,1665,216
0.262607402,A68,1701,216
0.112691213,A80,1777,216
0.0663842,A65,255,217
0.070528859,A74,374,217
0.092168073,A73,426,217
0.058867751,A71,446,217
0.232971418,A78,459,217
0.171775533,A72,469,217
0.225021987,A63,517,217
0.194599745,A67,670,217
0.231218675,A61,697,217
0.088939638,A79,744,217
0.104583663,A75,778,217
0.089359624,A66,817,217
0.201337152,A62,1082,217
0.139212219,A77,1173,217
0.182978809,A76,1363,217
0.144484977,A69,1519,217
0.189613153,A64,1639,217
0.240004014,A70,1666,217
0.099946192,A68,1702,217
0.128970291,A80,1778,217
0.08452983,A65,256,218
0.177750284,A74,375,218
0.106752891,A73,427,218
0.079824003,A71,447,218
0.193955535,A78,460,218
0.136781465,A72,470,218
0.250668445,A63,518,218
0.342527939,A67,671,218
0.089638265,A61,698,218
0.210398576,A79,745,218
0.115849761,A75,779,218
0.209675898,A66,818,218
0.127927044,A62,1083,218
0.165772757,A77,1174,218
0.100590496,A76,1364,218
0.255419799,A69,1520,218
0.22848728,A64,1640,218
0.225523289,A70,1667,218
0.073267387,A68,1703,218
0.073907741,A80,1779,218
0.084186426,A65,257,219
0.097705882,A74,376,219
0.116942941,A73,428,219
0.07655812,A71,448,219
0.25525001,A78,461,219
0.140516795,A72,471,219
0.288628947,A63,519,219
0.289684764,A67,672,219
0.163934716,A61,699,219
0.156475917,A79,746,219
0.135216127,A75,780,219
0.133332893,A66,819,219
0.09376696,A62,1084,219
0.149889732,A77,1175,219
0.121022393,A76,1365,219
0.082252844,A69,1521,219
0.262271609,A64,1641,219
0.268610751,A70,1668,219
0.176343082,A68,1704,219
0.098775986,A80,1780,219
0.062406677,A65,258,220
0.127067451,A74,377,220
0.128167235,A73,429,220
0.09297743,A71,449,220
0.289798991,A78,462,220
0.094671119,A72,472,220
0.239538273,A63,520,220
0.285299178,A67,673,220
0.197666134,A61,700,220
0.11748573,A79,747,220
0.082077916,A75,781,220
0.178350653,A66,820,220
0.103485285,A62,1085,220
0.163603945,A77,1176,220
0.116435034,A76,1366,220
0.379180152,A69,1522,220
0.10802725,A64,1642,220
0.203332645,A70,1669,220
0.248236903,A68,1705,220
0.17715033,A80,1781,220
0.07868491,A65,259,221
0.110303376,A74,378,221
0.072206355,A73,430,221
0.063060772,A71,450,221
0.16349398,A78,463,221
0.135447256,A72,473,221
0.532093303,A63,521,221
0.234846576,A67,674,221
0.169427401,A61,701,221
0.127189603,A79,748,221
0.124953115,A75,782,221
0.10133412,A66,821,221
0.267212615,A62,1086,221
0.088944349,A77,1177,221
0.106556194,A76,1367,221
0.104526823,A69,1523,221
0.182635123,A64,1643,221
0.111953127,A70,1670,221
0.319501141,A68,1706,221
0.145602491,A80,1782,221
0.06767003,A65,260,222
0.14800217,A74,379,222
0.093744481,A73,431,222
0.075691802,A71,451,222
0.153835903,A78,464,222
0.095164407,A72,474,222
0.128189395,A63,522,222
0.216694901,A67,675,222
0.151209105,A61,702,222
0.167630958,A79,749,222
0.108535395,A75,783,222
0.182309826,A66,822,222
0.11962016,A62,1087,222
0.088168646,A77,1178,222
0.108660187,A76,1368,222
0.183058951,A69,1524,222
0.335860732,A64,1644,222
0.230730384,A70,1671,222
0.205275747,A68,1707,222
0.118731316,A80,1783,222
0.123477972,A65,261,223
0.137257235,A74,380,223
0.06621433,A73,432,223
0.086803683,A71,452,223
0.292512963,A78,465,223
0.185857119,A72,475,223
0.19104986,A63,523,223
0.236488321,A67,676,223
0.144392802,A61,703,223
0.128184559,A79,750,223
0.056784988,A75,784,223
0.073322605,A66,823,223
0.162907655,A62,1088,223
0.101826797,A77,1179,223
0.18964611,A76,1369,223
0.203893432,A69,1525,223
0.10958836,A64,1645,223
0.210916329,A70,1672,223
0.190090672,A68,1708,223
0.128646738,A80,1784,223
0.105120413,A65,262,224
0.065092527,A74,381,224
0.108117637,A73,433,224
0.065080693,A71,453,224
0.163282005,A78,466,224
0.122260624,A72,476,224
0.154252095,A63,524,224
0.227400201,A67,677,224
0.139616584,A61,704,224
0.384748768,A79,751,224
0.174112092,A75,785,224
0.065254047,A66,824,224
0.256528898,A62,1089,224
0.194186195,A77,1180,224
0.102270868,A76,1370,224
0.115184767,A69,1526,224
0.117511691,A64,1646,224
0.213354571,A70,1673,224
0.20097837,A68,1709,224
0.087539163,A80,1785,224
0.094199594,A65,263,225
0.061653004,A74,382,225
0.064800086,A73,434,225
0.089134327,A71,454,225
0.222580984,A78,467,225
0.087920242,A72,477,225
0.41828555,A63,525,225
0.431310963,A67,678,225
0.162662337,A61,705,225
0.124512867,A79,752,225
0.065593457,A75,786,225
0.086751474,A66,825,225
0.167572004,A62,1090,225
0.101887224,A77,1181,225
0.25599798,A76,1371,225
0.178888485,A69,1527,225
0.302749848,A64,1647,225
0.195408973,A70,1674,225
0.150346723,A68,1710,225
0.102948493,A80,1786,225
0.087717299,A65,264,226
0.091537223,A74,383,226
0.083336597,A73,435,226
0.070752837,A71,455,226
0.263079972,A78,468,226
0.081094219,A72,478,226
0.161256063,A63,526,226
0.178671409,A67,679,226
0.101145039,A61,706,226
0.119702977,A79,753,226
0.060716152,A75,787,226
0.059046213,A66,826,226
0.133012795,A62,1091,226
0.085580026,A77,1182,226
0.10882672,A76,1372,226
0.196096263,A69,1528,226
0.160958964,A64,1648,226
0.184879161,A70,1675,226
0.189144751,A68,1711,226
0.090510995,A80,1787,226
0.11578014,A65,265,227
0.081610732,A74,384,227
0.078779309,A73,436,227
0.043784702,A71,456,227
0.220367705,A78,469,227
0.039830801,A72,479,227
0.149072086,A63,527,227
0.223599498,A67,680,227
0.153696418,A61,707,227
0.230902515,A79,754,227
0.087246568,A75,788,227
0.091633624,A66,827,227
0.201741561,A62,1092,227
0.083646061,A77,1183,227
0.062985244,A76,1373,227
0.10457247,A69,1529,227
0.277347973,A64,1649,227
0.132332782,A70,1676,227
0.164393493,A68,1712,227
0.119117983,A80,1788,227
0.132979439,A65,266,228
0.148846226,A74,385,228
0.092514985,A73,437,228
0.081227654,A71,457,228
0.174212387,A78,470,228
0.08688837,A72,480,228
0.248164962,A63,528,228
0.125827333,A67,681,228
0.165462519,A61,708,228
0.16029504,A79,755,228
0.107886546,A75,789,228
0.088665473,A66,828,228
0.149026171,A62,1093,228
0.101227478,A77,1184,228
0.119260126,A76,1374,228
0.090283232,A69,1530,228
0.23137647,A64,1650,228
0.165320165,A70,1677,228
0.202016694,A68,1713,228
0.095213868,A80,1789,228
0.089995809,A65,267,229
0.068427997,A74,386,229
0.089144315,A73,438,229
0.072892534,A71,458,229
0.192672533,A78,471,229
0.091398268,A72,481,229
0.178399853,A63,529,229
0.197032173,A67,682,229
0.104561403,A61,709,229
0.139211523,A79,756,229
0.099420634,A75,790,229
0.058489003,A66,829,229
0.124847469,A62,1094,229
0.042685665,A77,1185,229
0.16203954,A76,1375,229
0.199500991,A69,1531,229
0.393334273,A64,1651,229
0.169789422,A70,1678,229
0.108971889,A68,1714,229
0.098708288,A80,1790,229
0.118781725,A65,268,230
0.122301622,A74,387,230
0.077309201,A73,439,230
0.1178376,A71,459,230
0.220153605,A78,472,230
0.059961124,A72,482,230
0.109714187,A63,530,230
0.329674902,A67,683,230
0.079421524,A61,710,230
0.131265333,A79,757,230
0.100399991,A75,791,230
0.091190381,A66,830,230
0.163456818,A62,1095,230
0.086236106,A77,1186,230
0.073449128,A76,1376,230
0.132342387,A69,1532,230
0.130622406,A64,1652,230
0.202934292,A70,1679,230
0.266411364,A68,1715,230
0.106962961,A80,1791,230
0.032123224,A65,269,231
0.103578971,A74,388,231
0.112328678,A73,440,231
0.076430135,A71,460,231
0.268685598,A78,473,231
0.074215943,A72,483,231
0.072750549,A63,531,231
0.097466486,A67,684,231
0.176256981,A61,711,231
0.209365311,A79,758,231
0.066725132,A75,792,231
0.106165053,A66,831,231
0.164773414,A62,1096,231
0.117413987,A77,1187,231
0.184607671,A76,1377,231
0.127197581,A69,1533,231
0.191107421,A64,1653,231
0.19112517,A70,1680,231
0.122631279,A68,1716,231
0.175177889,A80,1792,231
0.06570481,A65,270,232
0.155093789,A74,389,232
0.091568138,A73,441,232
0.114108699,A71,461,232
0.168138658,A78,474,232
0.066954406,A72,484,232
0.102877051,A63,532,232
0.230898038,A67,685,232
0.152125229,A61,712,232
0.221252157,A79,759,232
0.172805266,A75,793,232
0.147778349,A66,832,232
0.336051523,A62,1097,232
0.062732213,A77,1188,232
0.081191084,A76,1378,232
0.142470256,A69,1534,232
0.2144514,A64,1654,232
0.172424108,A70,1681,232
0.11590833,A68,1717,232
0.094302391,A80,1793,232
0.093376211,A65,271,233
0.130581894,A74,390,233
0.095415711,A73,442,233
0.129762487,A71,462,233
0.122011221,A78,475,233
0.109374034,A72,485,233
0.146663134,A63,533,233
0.210353173,A67,686,233
0.176864914,A61,713,233
0.256320976,A79,760,233
0.084877258,A75,794,233
0.094912242,A66,833,233
0.237981067,A62,1098,233
0.180072028,A77,1189,233
0.091735941,A76,1379,233
0.097606517,A69,1535,233
0.216138586,A64,1655,233
0.093061925,A70,1682,233
0.120207405,A68,1718,233
0.097497344,A80,1794,233
0.049570272,A65,272,234
0.071191618,A74,391,234
0.124241406,A73,443,234
0.129888538,A71,463,234
0.105040816,A78,476,234
0.114049072,A72,486,234
0.198505496,A63,534,234
0.150291442,A67,687,234
0.185741801,A61,714,234
0.134159512,A79,761,234
0.157931416,A75,795,234
0.070726051,A66,834,234
0.173367199,A62,1099,234
0.069614378,A77,1190,234
0.073482989,A76,1380,234
0.087509215,A69,1536,234
0.187318962,A64,1656,234
0.095501604,A70,1683,234
0.220442633,A68,1719,234
0.105071719,A80,1795,234
0.078988816,A65,273,235
0.118889117,A74,392,235
0.078726483,A73,444,235
0.093516059,A71,464,235
0.209456571,A78,477,235
0.072689343,A72,487,235
0.095885014,A63,535,235
0.21655876,A67,688,235
0.128485671,A61,715,235
0.250073187,A79,762,235
0.139365216,A75,796,235
0.038096612,A66,835,235
0.361515291,A62,1100,235
0.101044143,A77,1191,235
0.132361199,A76,1381,235
0.09330839,A69,1537,235
0.246879513,A64,1657,235
0.144264161,A70,1684,235
0.167143944,A68,1720,235
0.203748361,A80,1796,235
0.058885947,A65,274,236
0.094724152,A74,393,236
0.102748244,A73,445,236
0.063953335,A71,465,236
0.198170957,A78,478,236
0.109241457,A72,488,236
0.177669529,A63,536,236
0.194385336,A67,689,236
0.136512914,A61,716,236
0.222979227,A79,763,236
0.077566093,A75,797,236
0.082694267,A66,836,236
0.144722054,A62,1101,236
0.079540742,A77,1192,236
0.059304762,A76,1382,236
0.081137005,A69,1538,236
0.427310364,A64,1658,236
0.086770498,A70,1685,236
0.189122205,A68,1721,236
0.064094258,A80,1797,236
0.051140092,A65,275,237
0.071410594,A74,394,237
0.091422967,A73,446,237
0.114727423,A71,466,237
0.103842507,A78,479,237
0.048586761,A72,489,237
0.12248166,A63,537,237
0.168005553,A67,690,237
0.104449103,A61,717,237
0.102870765,A79,764,237
0.106568598,A75,798,237
0.065653204,A66,837,237
0.16064663,A62,1102,237
0.101766239,A77,1193,237
0.087507873,A76,1383,237
0.139248829,A69,1539,237
0.141966468,A64,1659,237
0.158565472,A70,1686,237
0.084869576,A68,1722,237
0.115040946,A80,1798,237
0.114174463,A65,276,238
0.105992905,A74,395,238
0.107807265,A73,447,238
0.106706532,A71,467,238
0.134201932,A78,480,238
0.157507696,A72,490,238
0.145888337,A63,538,238
0.207852429,A67,691,238
0.159434515,A61,718,238
0.300355481,A79,765,238
0.102567755,A75,799,238
0.073143046,A66,838,238
0.171786905,A62,1103,238
0.13618729,A77,1194,238
0.082527348,A76,1384,238
0.058866543,A69,1540,238
0.186443054,A64,1660,238
0.133522817,A70,1687,238
0.11024287,A68,1723,238
0.072464284,A80,1799,238
0.057389787,A65,277,239
0.156486346,A74,396,239
0.156054634,A73,448,239
0.066216715,A71,468,239
0.157526569,A78,481,239
0.118570123,A72,491,239
0.151384955,A63,539,239
0.202203253,A67,692,239
0.166568012,A61,719,239
0.196484698,A79,766,239
0.096863788,A75,800,239
0.125864382,A66,839,239
0.258810093,A62,1104,239
0.114191805,A77,1195,239
0.112844473,A76,1385,239
0.084772199,A69,1541,239
0.483605996,A64,1661,239
0.115989386,A70,1688,239
0.116379282,A68,1724,239
0.089655363,A80,1800,239
0.053873558,A65,278,240
0.147773186,A74,397,240
0.168687857,A73,449,240
0.076533487,A71,469,240
0.12808427,A78,482,240
0.059532086,A72,492,240
0.14682065,A63,540,240
0.321334008,A67,693,240
0.098831028,A61,720,240
0.165411057,A79,767,240
0.185698992,A75,801,240
0.054647236,A66,840,240
0.349158566,A62,1105,240
0.124528611,A77,1196,240
0.079365598,A76,1386,240
0.079748566,A69,1542,240
0.329650823,A64,1662,240
0.135753681,A70,1689,240
0.143796475,A68,1725,240
0.15161776,A80,1801,240
0.090041452,A65,279,241
0.174493441,A74,398,241
0.145029565,A73,450,241
0.064113204,A71,470,241
0.088144341,A78,483,241
0.078743338,A72,493,241
0.167874104,A63,541,241
0.163646695,A67,694,241
0.137604681,A61,721,241
0.276023047,A79,768,241
0.13709326,A75,802,241
0.090250059,A66,841,241
0.234824308,A62,1106,241
0.080758453,A77,1197,241
0.1220578,A76,1387,241
0.090703344,A69,1543,241
0.356131368,A64,1663,241
0.138047359,A70,1690,241
0.17845753,A68,1726,241
0.148604482,A80,1802,241
0.061038787,A65,280,242
0.112690697,A74,399,242
0.11464882,A73,451,242
0.071190583,A71,471,242
0.069755581,A78,484,242
0.082269404,A72,494,242
0.14563081,A63,542,242
0.144170407,A67,695,242
0.133921122,A61,722,242
0.206539268,A79,769,242
0.128415602,A75,803,242
0.051848419,A66,842,242
0.265801749,A62,1107,242
0.108034336,A77,1198,242
0.066699171,A76,1388,242
0.125670011,A69,1544,242
0.259587072,A64,1664,242
0.126422185,A70,1691,242
0.207741624,A68,1727,242
0.246535542,A80,1803,242
0.041316335,A65,281,243
0.104377789,A74,400,243
0.071638478,A73,452,243
0.060023752,A71,472,243
0.113601096,A78,485,243
0.06202051,A72,495,243
0.409295875,A63,543,243
0.136220273,A67,696,243
0.125380603,A61,723,243
0.321149653,A79,770,243
0.108295643,A75,804,243
0.055413555,A66,843,243
0.145979504,A62,1108,243
0.092625891,A77,1199,243
0.107522423,A76,1389,243
0.133497518,A69,1545,243
0.235925236,A64,1665,243
0.196419001,A70,1692,243
0.086655619,A68,1728,243
0.127633978,A80,1804,243
0.053106797,A65,282,244
0.198212896,A74,401,244
0.123718314,A73,453,244
0.116504182,A71,473,244
0.206347512,A78,486,244
0.101869834,A72,496,244
0.221309588,A63,544,244
0.14766412,A67,697,244
0.16724731,A61,724,244
0.128863522,A79,771,244
0.147148046,A75,805,244
0.096930429,A66,844,244
0.435158006,A62,1109,244
0.112716781,A77,1200,244
0.077080657,A76,1390,244
0.107117895,A69,1546,244
0.374862197,A64,1666,244
0.175352697,A70,1693,244
0.183641531,A68,1729,244
0.117553635,A80,1805,244
0.031092449,A65,283,245
0.124809858,A74,402,245
0.079065947,A73,454,245
0.068062306,A71,474,245
0.237870075,A78,487,245
0.14387012,A72,497,245
0.182378628,A63,545,245
0.157771104,A67,698,245
0.107477065,A61,725,245
0.148036956,A79,772,245
0.172879515,A75,806,245
0.050003505,A66,845,245
0.250216123,A62,1110,245
0.242889729,A77,1201,245
0.084848125,A76,1391,245
0.089204855,A69,1547,245
0.355317516,A64,1667,245
0.112034542,A70,1694,245
0.073380063,A68,1730,245
0.10282154,A80,1806,245
0.084977137,A65,284,246
0.126329251,A74,403,246
0.101591223,A73,455,246
0.05630765,A71,475,246
0.154195843,A78,488,246
0.078542246,A72,498,246
0.215225377,A63,546,246
0.179867053,A67,699,246
0.131941101,A61,726,246
0.125818467,A79,773,246
0.187380066,A75,807,246
0.055124376,A66,846,246
0.215113524,A62,1111,246
0.120352442,A77,1202,246
0.102805435,A76,1392,246
0.142158474,A69,1548,246
0.205973602,A64,1668,246
0.088708596,A70,1695,246
0.134366515,A68,1731,246
0.118420757,A80,1807,246
0.036834532,A65,285,247
0.135892694,A74,404,247
0.098468206,A73,456,247
0.075527929,A71,476,247
0.182628363,A78,489,247
0.075255073,A72,499,247
0.246301358,A63,547,247
0.240213301,A67,700,247
0.109292836,A61,727,247
0.181299119,A79,774,247
0.162503301,A75,808,247
0.068612787,A66,847,247
0.44750256,A62,1112,247
0.150673902,A77,1203,247
0.17006089,A76,1393,247
0.207410561,A69,1549,247
0.236638927,A64,1669,247
0.123208697,A70,1696,247
0.11433049,A68,1732,247
0.150762531,A80,1808,247
0.071667648,A65,286,248
0.098074854,A74,405,248
0.069574895,A73,457,248
0.050328077,A71,477,248
0.136022783,A78,490,248
0.120457187,A72,500,248
0.205937479,A63,548,248
0.175029099,A67,701,248
0.076932297,A61,728,248
0.228928542,A79,775,248
0.182664349,A75,809,248
0.073418147,A66,848,248
0.249020253,A62,1113,248
0.131520068,A77,1204,248
0.087258581,A76,1394,248
0.066733315,A69,1550,248
0.215580303,A64,1670,248
0.129507837,A70,1697,248
0.082219666,A68,1733,248
0.232924814,A80,1809,248
0.092898115,A65,287,249
0.135216109,A74,406,249
0.116520305,A73,458,249
0.069936414,A71,478,249
0.231399786,A78,491,249
0.108324859,A72,501,249
0.113684603,A63,549,249
0.144544379,A67,702,249
0.133339738,A61,729,249
0.23297051,A79,776,249
0.083982019,A75,810,249
0.087098427,A66,849,249
0.355467733,A62,1114,249
0.117058026,A77,1205,249
0.129342362,A76,1395,249
0.207405874,A69,1551,249
0.183970075,A64,1671,249
0.172823483,A70,1698,249
0.067559995,A68,1734,249
0.179463381,A80,1810,249
0.045803914,A65,288,250
0.190282649,A74,407,250
0.193882236,A73,459,250
0.108082419,A71,479,250
0.159685068,A78,492,250
0.121360941,A72,502,250
0.24076349,A63,550,250
0.195533153,A67,703,250
0.10055534,A61,730,250
0.161167709,A79,777,250
0.126863814,A75,811,250
0.076404442,A66,850,250
0.210342106,A62,1115,250
0.117159563,A77,1206,250
0.052319901,A76,1396,250
0.106535895,A69,1552,250
0.1824318,A64,1672,250
0.144101398,A70,1699,250
0.107874152,A68,1735,250
0.196439496,A80,1811,250
0.035293243,A65,289,251
0.123304615,A74,408,251
0.079257115,A73,460,251
0.048381809,A71,480,251
0.189487893,A78,493,251
0.073964051,A72,503,251
0.203512749,A63,551,251
0.207064535,A67,704,251
0.103261017,A61,731,251
0.246360675,A79,778,251
0.212610912,A75,812,251
0.080102121,A66,851,251
0.176833728,A62,1116,251
0.08158407,A77,1207,251
0.05023574,A76,1397,251
0.091035988,A69,1553,251
0.368907524,A64,1673,251
0.07798146,A70,1700,251
0.083051404,A68,1736,251
0.129737543,A80,1812,251
0.081275137,A65,290,252
0.10376331,A74,409,252
0.119425221,A73,461,252
0.065436691,A71,481,252
0.229412025,A78,494,252
0.077079593,A72,504,252
0.144266391,A63,552,252
0.170486851,A67,705,252
0.07968154,A61,732,252
0.097073058,A79,779,252
0.102356487,A75,813,252
0.1143072,A66,852,252
0.22571123,A62,1117,252
0.194898973,A77,1208,252
0.132615484,A76,1398,252
0.211061765,A69,1554,252
0.155297695,A64,1674,252
0.100573784,A70,1701,252
0.105162949,A68,1737,252
0.146587972,A80,1813,252
0.022385415,A65,291,253
0.068349408,A74,410,253
0.124114461,A73,462,253
0.047307741,A71,482,253
0.173558949,A78,495,253
0.062600566,A72,505,253
